name,content
아도라,안녕하세요...
주인장,오늘 기운이 없어 보이네.
아도라,맞아요...
아도라,오늘 친구가 떠났어요...
주인장,혹시 그 아팠던 친구니..?
아도라,응...
주인장,!...설마?'
아도라,좋은 사람한테 입양 갔어...
주인장,...
주인장,입양?
아도라,"응, 원장 선생님이 좋은 일이라고 했어. 왜냐면 그 친구에게 가족이 생겼으니깐."
아도라,"분명 기뻐해야하는데, 그 친구에게 잘 되었다고 말해야하는데."
아도라,나 못 하겠어. 너무 슬퍼. 그 친구가 떠나는 것이.
아도라,기분 이상해.
아도라,그 친구랑 헤어져서 슬픈데 부러워…그래서 그래서 그 친구에게 안좋은 감정이 생겨.
아도라,이상해. 슬픈데 너무 좋은데 안좋은 감정도 생겨.
아도라,어떡해야할지 잘 모르겠어. 그 친구에게 인사해야하는데. 내일 가는데.
아도라,헤어지기도 싫고.. 하지만 축하해줘야하는데…
아도라,내가 나쁜 아인가…잘 모르겠어.
아도라,"…그래도 친구가 계속 편지 써준다고, 절대 헤어지는거 아니라고 했으니"
아도라,…나 친구에게 편지 써줄거야. 고맙다고 써줄거야. 잘 되었다고 써줄거야…!
아도라,"그래, 편지를 쓰자! 어때, 아저씨?"
주인장,좋은 생각이구나.
아도라,그면 편지지! 편지지 없어?!
,(편지지 만들기 게임)
아도라,짜잔 완성!
아도라,아저씨 덕분에 멋지고 예쁘게 완성되었어!!!
아도라,이제 그 친구에게 진심으로 기뻐할 수 있을 것 같아.
아도라,뭔가 용기가 생긴 느낌이야..!
아도라,"편지지, 꾸미기 너무 예뻐, 아저씨 정말 고마워!"
아도라,그리고 이야기 들어줘서 정말로 고마워!
아도라,내일 봐!
,(퍼즐 삐용)
