name,content
주인장,여기는 어떻게 왔니?
아도라,신문에서 읽었어!
아도라,그리고 궁금해서 여기 왔어.
주인장,신문?
주인장,‘하지만 만약 저 아이가 죽음에 가까운거면 충분히 들어올 수 …’
주인장,‘아니야 빛처럼 찬란하게 빛나는 저 기운을 봐…죽음과는 거리가 멀어보여’
주인장,신문이든 뭐든 여긴 너가 있을 곳이 아니란다. 돌아가렴.
아도라,에엥! 하지만 아도라 여기까지 힘들게 왔는걸? 싫어! 목마르고 다리도 아파. 지금은 가기 싫어! 쉬고 싶다고!
주인장,이름이 아도라니?
아도라,네 제 이름은 아도라에요!
주인장,"그래, 아도라. 너가 힘들든, 목 마르든 일단 이 곳에 있으면 안돼. 얼른 돌아가렴."
아도라,"싫어요, 싫어~아저씨, 아저씨! 아저씨는 여기 주인이야?"
주인장,그렇지.
아도라,그면 혹시 물 줄 수 있어? 물 주며는 가는거 생각해 볼게!
주인장,생각해본다라…그래 얼른 물 마시고 돌아가렴.
아도라,고마워!
주인장,물 마시면 꼭 돌아가는 거다.
아도라,으음~알겠어요!
아도라,"음~시원해! 기분 좋아! 고마워, 아저씨!"
아도라,사실 가기 싫은데 아저씨가 물 줬으니 가볼게!
아도라,다음에 또 봐! 
주인장,…..다음?
