name,content
아도라,안녕하세요.
휴고,...
아도라,"아저씨, 안녕하세요?"
휴고,"어, 그래. 어서오렴."
휴고,아도라 요즘은 어떠니? 그니깐 내 말은 지금 잘 지내고 있는 것 같냐는거야.
아도라,음~괜찮은 것 같아. 보육원에 친구들이랑도 친해..
휴고,그렇구나. 다른건?
아도라,원장님이 무섭긴하지만 다정해서 좋아.
휴고,"그래, 또?"
아도라,"음… 엄마, 아빠 생각이 가끔 나긴 해."
아도라,"별로 기억은 나지 않아, 그래도 엄청 좋은 분 이셨을 거야!"
아도라,왜냐하면 아도라가 이렇게 이쁘게 컸는걸!
아도라,"하지만..가끔이 아니라…사실…엄마, 아빠가 많이 보고 싶어…"
휴고,많이 보고 싶구나…
휴고,"아도라, 오늘은 너와 놀아주고 싶어도 못할 것 같구나. 먼저 사과할게."
휴고,미안해.
휴고,(팬던트를 내민다.)
휴고,이 사진 속의 사람 누구인지 알겠니?
아도라,응? 이거 가운데 나잖아?
아도라,이게 뭐야?
아도라,아저씨가 왜 여기있어?
휴고,아저씨도 팬던트에 대한 것을 기억하지 못했어.
휴고,사실 과거에 대한 나의 기억들이 없었지.
휴고,하지만 기억을 되찾고 알게 되었어. 그리고 너에게 말해주는 것이 좋다고 생각했어
휴고,갑작스러운 정보가 너를 혼란스럽게 만들 수 있을 것이라고 걱정은 했지만 왠지 이 기억들을 되찾고 내가 금방이라도 사라질 것 같은 느낌이 들었거든
휴고,"어쩌면 너를 보고, 너를 만나려고 아직 이곳에 남아있는 것일지도 모르겠구나."
휴고,미안하구나. 너한테 미안하다고 밖에 말을 못하겠구나.
휴고,그리고 지금까지 이렇게 건강하고 밝게 자라줘서 고맙다고.
휴고,"네 엄마가, 아일리가 죽은 뒤로 나는 큰 절망감에 빠져 안 좋은 행동들만 했어. 특히 이기적이게 나만을 생각했고, 혼자 남겨있는 너를 애써 못 본척했지."
휴고,내 안의 빛이 없어진 것만 같았지…
휴고,너는 엄마를 무척이나 닮았단다.
휴고,"해바라기 같이 따스하고 예쁜 미소, 작은 일에도 기뻐하는 심정, 주변을 행복하게 만드는 것까지. "
휴고,엄마는 성실하고 다정했어. 자신의 일에도 자신감이 넘쳤지. 정말 멋진 사람이었단다. 그리고 밤에만 피는 노란 꽃을 좋아하셨단다. 달이 뜨는 맑은 밤 하늘이 되면 엄마는 좋아하는 이 꽃을 우리에게 보여주기 위해 다 같이 산책을 간 적도 있지.
휴고,그리고 엄마는 너를 정말 사랑했단다. 엄마는 너를 처음 가졌다는것을 알게 되었을 때 정말 기뻐했었어.
휴고,"네가 태어났을 때, 네 엄마는 조그만 너를 보며 생명은 정말 아름답지 않느냐고, 꽃이 피는 것만 같다고 내게 말했어."
휴고,"네가 태어났을 때, 새근새근 숨쉬는게 것이 신기할 정도록 너무나도 작은 생명이었지. 하지만 결코 약하지 않았어. 그저 네가 태어남으로써 많은 사람들에게 행복과 기쁨을 주었지. 그 작은 생명에서 나오는 찬란하고 빛나는 생동감과 생명력. 너는 빛 그 자체였단다."
휴고,너는 소중한 사람들을 비춰줄 빛이야. 
휴고,나는 네 덕분에 구원받았어.
아도라,...
휴고,아...
휴고,이제 가봐야 할 것 같구나.
휴고,끝까지 너한테 미안하기만 하는구나.
휴고,내가 너에게 지금 해줄 수 있는거라곤 이것밖에 없구나.
휴고,"사랑한다, 정말로 사랑한다, 아도라."
휴고,정말 이렇게 건강하게 자란주고 너는 훌륭한 아이이다.
휴고,"고마워, 그리고 미안해…"
휴고,그리고 사랑한다.
휴고,내 딸.
