name,content
아도라,안녕하세요!
아도라,아도라 등장!
주인장,또 온다고 했죠?
아도라,‘진짜 왔네…’
주인장,"아저씨, 아저씨! 어제 여기오고 오늘도 여기 너무너무 오고 싶었어~!"
주인장,‘요놈을 어떡해하지? 매일매일 찾아올 것 같은 느낌이…’
주인장,"‘....그래, 그냥 얘가 원하는 것 빨리 들어주고 보내버리자.’"
아도라,그래 지난번처럼 물 마시겠니?
아도라,"응, 물 주세요."
아도라,아저씨 오늘은 말이야~여기 오면서 꽃을 봤어~.
아도라,노란 꽃이 정말로 이뻤어. 책에서 봤는데 그 꽃은 밤에만 핀다고 해.
아도라,오늘은 어제보다 어두울 때 출발했는데.
아도라,그래서 봤나봐! 
아도라,아도라 그 꽃이 너무 이뻐서 가져가고 싶었지만.
아도라,그면 꽃이 아파할까봐 눈으로만 봤어.
아도라,아저씨도 보면 참 좋을텐데.
아도라,노란 달님같이 반짝반짝 빛났어!
아도라,사실 조금…외로워 지면 달님을 보러가.
아도라,달님은 조용해서 내 이야기를 들어주거든.
아도라,무슨 말을 해도 들어줘서 좋아.
아도라,그 노란꽃을 보고 노란 달님이 생각났어.
아도라,그리고 달님은 너무 멀잖아. 이 꽃은 가까워서 좋았어.
아도라,엄마였다면 이 꽃보다 더 가까이서 내 이야기를 들어줬겠지?
아도라,"이야기 들어줘서 고마워, 나 이제 갈게!"
