name,content
주인장,요즘 그 아이가 온 뒤로 가끔씩 두통이 생기는군.
주인장,기분탓인가…
아도라,안녕하세요~
주인장,어서오렴.
아도라,나 오늘 기분 나쁜데 근데 좋은 일해서 기분 좋아!
아도라,친구랑 같이 노는데 나쁜 얘들이 새를 괴롭혔어!
아도라,무슨 물건으로 새들을 잡아서 싸움 시켰어!
아도라,못 날아가게 다리에 실을 묶어놨었어.
아도라,다리 너무 아파보여서 아도라가 그 나쁜친구들 엄~청 혼내줬어!
아도라,그리고 구해줬어!
아도라,약도 발라줬어.
아도라,다리는 아파지만 날개는 안 아파서 하늘로 날아갔어!
아도라,"정말 나빠, 정말 화나!"
아도라,더 혼내줬어야 했어! 어떻게 동물한테 그러지? 살아있는 것에게 그러면 안돼.
아도라,새도 나쁜 물건으로 잡더니 다리까지 아프게 했어. 그러다 새가 죽으면 어쩌려고!
아도라,나쁜 아이들이야.
주인장,그런 일이 있었구나.
아도라,"응, 응!"
주인장,"기분 좀 풀겸, 내가 오늘은 너가 원하는 놀이 해줄게. 뭐하고 놀고 싶니?"
아도라,진짜?
아도라,어제 새로 배운 놀이인데
아도라,틱택토하고 싶어!!
