name,content
주인장,고맙구나!
주인장,덕분에 금방 찾았다. 정말 잘 찾는걸?
아도라,에헴~내가 잘 찾는다 했지?
주인장,"그래, 괜히 만져서 다칠까봐 걱정했는데 다치지도 않고. 찾아줘서 고맙다."
주인장,"그럼, 오늘은 왜 왔니?"
아도라,"아, 맞다…"
아도라,사실…
아도라,오늘 친구가 아팠어.
아도라,항상 나랑 같이 놀은 친구인데.
아도라,계속 콜록콜록해서 물 줬는데 계속 콜록콜록해…
아도라,많이 많이 자는데. 많이 자야 잘 낫는다고 하는데.
아도라,왠지 모르겠지만 무서워…많이 아픈거 처음봐.
아도라,아픈건 싫어.
아도라,"나여도 싫고, 내 소중한 사람이여도 싫어."
아도라,그냥 싫어.
아도라,같이 행복하고 싶은데 왜 아픈거야.
아도라,아프면 나를 버리는거 아닐까?
아도라,아니..나를 떠나는거 아닐까?
아도라,아프다고 하면 나쁜 생각이 들어.
아도라,무서워. 친구가 꼭 다 나았으면 좋겠어.
아도라,그냥이었으면 달님에게 말했겠지만.
아도라,오늘은 여기로 와버렸어…
아도라,그래서 오늘 기운없어…
아도라,그 친구 옆에 꼬옥 있고 싶었지만 옆에 있으면 아도라도 같이 아플 수 있다고 했어.
아도라,빨리 친구가 나았으면 좋겠어. 그리고 빨리 나랑 같이 놀았으면 좋겠어.
아도라,이야기 들어줘서 고마워!
아도라,아저씨도 아도라의 달님이 되는건가?
아도라,이제 갈게! 친구가 걱정돼.
